name,ecosystem,purl,owner,owner_kind,owner_name,repository_url,description,latest_version,versions_count,first_release_at,latest_release_at,downloads,downloads_period,dependent_packages_count,dependent_repos_count,forks_count,open_issues_count,archived,fork,repo_size,total_committers,active_maintainer_count,dds,has_security_md,has_code_of_conduct,has_contributing,governance_files_count,advisory_count,max_cvss_score,max_epss_percentage,licenses,rankings_average,criticality,support_tier,health,substitutability,risk
lodash.isplainobject,npm,pkg:npm/lodash.isplainobject,lodash,organization,Lodash Utilities,https://github.com/lodash/lodash,The lodash method `_.isPlainObject` exported as a module.,4.0.6,19,2013-09-23T07:38:13.320Z,2016-08-13T17:41:07.730Z,154411681,last-month,1449,984974,6921,70,False,False,48151,335,0,0.14945026847353615,True,False,True,2,0,,,MIT,0.10772136681557642,0.9778,foundation,0.204,0.7979,0.7783
google.golang.org/grpc,go,pkg:golang/google.golang.org/grpc,grpc,,,https://github.com/grpc/grpc-go,"Package grpc implements an RPC system called gRPC.

See grpc.io for more information about gRPC.",v1.81.1,237,2016-07-11T23:17:12.000Z,2026-05-13T05:19:17.000Z,,,56663,158189,4669,124,False,False,44818,502,5,0.8216532870470818,True,True,True,3,3,9.1,0.0002,Apache-2.0,0.1078669963983601,0.9778,commercial,0.9549,0.7226,0.0441
laravel/tinker,packagist,pkg:composer/laravel/tinker,laravel,organization,The Laravel Framework,https://github.com/laravel/tinker,Powerful REPL for the Laravel framework.,v3.0.2,39,2016-12-30T18:13:17.000Z,2026-03-17T14:54:13.000Z,438198924,total,1477,394350,130,0,False,False,228,42,2,0.7853403141361257,True,True,True,3,0,,,MIT,0.10801529734561881,0.9778,commercial,0.8495,0.4866,0.1472
lodash-es,npm,pkg:npm/lodash-es,lodash,organization,Lodash Utilities,https://github.com/lodash/lodash,Lodash exported as ES modules.,4.18.1,71,2015-01-26T15:44:37.246Z,2026-04-01T21:04:15.518Z,144320333,last-month,10953,469349,7026,115,False,False,49141,335,0,0.14945026847353615,True,False,True,2,7,9.1,0.03287,MIT,0.10853363502252265,0.9777,foundation,0.4441,0.7629,0.5435
lodash.camelcase,npm,pkg:npm/lodash.camelcase,lodash,organization,Lodash Utilities,https://github.com/lodash/lodash,The lodash method `_.camelCase` exported as a module.,4.3.0,8,2015-01-26T15:28:32.127Z,2016-08-13T17:37:03.141Z,163599121,last-month,4541,1028107,7026,115,False,False,49141,335,0,0.14945026847353615,True,False,True,2,0,,,MIT,0.10840129919105389,0.9777,foundation,0.204,0.7629,0.7782
@types/mdast,npm,pkg:npm/%40types/mdast,DefinitelyTyped,organization,DefinitelyTyped,https://github.com/DefinitelyTyped/DefinitelyTyped,TypeScript definitions for mdast,4.0.4,21,2018-11-19T02:29:53.898Z,2024-05-14T07:35:37.616Z,146176447,last-month,729,228245,29778,681,False,False,701126,19548,13,0.9821946418643788,True,False,False,1,0,,,MIT,0.10884853283786783,0.9776,foundation,0.662,0.7855,0.3304
@types/minimatch,npm,pkg:npm/%40types/minimatch,DefinitelyTyped,organization,DefinitelyTyped,,"Stub TypeScript definitions entry for minimatch, which provides its own types definitions",6.0.0,21,2016-05-17T18:21:01.002Z,2025-07-01T19:03:16.907Z,84403747,last-month,1307,2087826,30428,730,False,False,744151,19284,9,0.9830384747509447,True,False,False,1,0,,,MIT,0.10911776787905487,0.9776,foundation,0.7566,0.8547,0.2379
symfony/maker-bundle,packagist,pkg:composer/symfony/maker-bundle,symfony,organization,Symfony,https://github.com/symfony/maker-bundle,"Symfony Maker helps you create empty commands, controllers, form classes, tests and more so you can forget about writing boilerplate code.",v1.67.0,112,2017-11-29T15:24:54.000Z,2026-03-18T13:39:06.000Z,114757431,total,529,35347,406,153,False,False,4013,200,4,0.7571428571428571,False,False,False,0,1,5.3,0.00266,MIT,0.10927839588115791,0.9775,foundation,0.676,0.5846,0.3167
grpcio-status,pypi,pkg:pypi/grpcio-status,grpc,organization,grpc,https://github.com/grpc/grpc,Status proto mapping for gRPC,1.80.0,192,2018-12-11T00:12:44.000Z,2026-03-30T08:54:01.000Z,887137969,last-month,128,3611,11144,1309,False,False,605064,1079,13,0.8473889281138045,True,True,True,3,0,,,Apache-2.0,0.11041677748084672,0.9773,commercial,0.9513,0.766,0.0476
amphp/amp,packagist,pkg:composer/amphp/amp,amphp,organization,AMPHP,https://github.com/amphp/amp,A non-blocking concurrency framework for PHP applications.,v3.1.1,100,2013-08-05T20:09:11.000Z,2025-08-27T21:42:00.000Z,128126944,total,294,6798,257,19,False,False,2671,49,1,0.6688396349413299,False,False,True,1,0,,,MIT,0.11029702373239914,0.9773,foundation,0.5244,0.676,0.4648
guzzlehttp/promises,packagist,pkg:composer/guzzlehttp/promises,guzzle,organization,Guzzle,https://github.com/guzzle/promises,Guzzle promises library,2.3.0,25,2015-04-18T22:12:21.000Z,2025-08-22T14:34:08.000Z,997064336,total,442,320355,116,12,False,False,344,36,1,0.5637254901960784,False,False,False,0,0,,,MIT,0.11131565158364036,0.9771,foundation,0.4136,0.5475,0.573
commons-dbcp:commons-dbcp,maven,pkg:maven/commons-dbcp/commons-dbcp,,,,http://svn.apache.org/viewvc/commons/proper/dbcp/trunk,Commons Database Connection Pooling,1.2.2,9,2005-11-08T22:30:36.000Z,2007-04-04T05:46:28.000Z,,,1574,68988,,,False,False,,,0,,False,False,False,0,0,,,"Apache-2.0,Apache-2.0",0.11147177473217386,0.9771,sole_maintainer,0.125,0.4,0.855
nunit,nuget,pkg:nuget/nunit,,,,https://github.com/nunit/nunit,"NUnit is a unit-testing framework for all .NET languages.
            It can run on macOS, Linux and Windows operating systems.
            NUnit can be used for a wide range of testing, from unit testing with TDD to full-fledged system and integration testing.
            It is a non-opinionated, broad and deep framework with multiple different ways to assert that your code behaves as expected. Many aspects of NUnit can be extended to suit your specific purposes.

            The latest version, version 4, is an upgrade from the groundbreaking NUnit 3 framework. It is a modernized version, aimed at taking advantage of the latest .NET features and C# language constructs.

            If you are upgrading from NUnit 3, be aware of the breaking changes (https://docs.nunit.org/articles/nunit/release-notes/breaking-changes.html#nunit-40). Please see the NUnit 4 Migration Guide (https://docs.nunit.org/articles/nunit/release-notes/Nunit4.0-MigrationGuide.html) and take care to prepare your NUnit 3 code before you do the upgrade.

            Supported platforms:
            - .NET Framework 4.6.2+
            - .NET 6.0+
            - .NET 8.0+",4.6.0,66,1900-01-01T00:00:00.000Z,2026-05-03T15:02:48.947Z,625240383,total,688,11771,,,False,False,,,0,,False,False,False,0,0,,,MIT,0.11164658746267109,0.9771,sole_maintainer,0.3723,0.4,0.6133
@types/http-errors,npm,pkg:npm/%40types/http-errors,DefinitelyTyped,organization,DefinitelyTyped,https://github.com/DefinitelyTyped/DefinitelyTyped,TypeScript definitions for http-errors,2.0.5,29,2016-05-17T05:10:37.874Z,2025-06-07T02:17:33.428Z,177664310,last-month,613,473594,29778,681,False,False,701126,19548,13,0.9821946418643788,True,False,False,1,0,,,MIT,0.11132184457216225,0.9771,foundation,0.7507,0.8524,0.2436
@types/keyv,npm,pkg:npm/%40types/keyv,,,,,"Stub TypeScript definitions entry for keyv, which provides its own types definitions",4.2.0,8,2018-03-23T22:52:05.316Z,2022-10-18T21:04:34.585Z,56915496,last-month,149,163850,,,False,False,,,0,,False,False,False,0,0,,,MIT,0.11147015201010424,0.9771,sole_maintainer,0.125,0.2172,0.855
drush/drush,packagist,pkg:composer/drush/drush,drush-ops,organization,Drush,https://github.com/drush-ops/drush,"Drush is a command line shell and scripting interface for Drupal, a veritable Swiss Army knife designed to make life easier for those of us who spend some of our working hours hacking away at the command prompt.",13.7.3,239,2013-07-12T22:28:03.000Z,2026-05-11T10:48:11.000Z,58930629,total,518,4181,1082,441,False,False,95152,490,4,0.5883697308278314,False,False,True,1,0,,,GPL-2.0-or-later,0.1114378869257893,0.9771,foundation,0.7295,0.8324,0.2643
league/csv,packagist,pkg:composer/league/csv,thephpleague,organization,The League of Extraordinary Packages,https://github.com/thephpleague/csv,CSV data manipulation made easy in PHP,9.28.0,83,2013-12-03T14:46:41.000Z,2025-12-27T15:18:42.000Z,173551937,total,579,3794,335,3,False,False,10335,70,2,0.12113174182139697,True,True,True,3,0,,,MIT,0.11249725989108017,0.9769,foundation,0.6652,0.723,0.3271
symfony/routing,packagist,pkg:composer/symfony/routing,symfony,organization,Symfony,https://github.com/symfony/routing,Maps an HTTP request to a set of configuration variables,v8.0.9,666,2011-09-30T10:01:46.000Z,2026-04-29T15:02:55.000Z,811230526,total,1478,511776,98,0,False,False,4363,229,0,0.7789716039907905,False,False,False,0,2,7.5,0.0022,MIT,0.11282322080347734,0.9768,foundation,0.4411,0.7531,0.5459
phpdocumentor/reflection-docblock,packagist,pkg:composer/phpdocumentor/reflection-docblock,phpDocumentor,organization,phpDocumentor,https://github.com/phpDocumentor/ReflectionDocBlock,"With this component, a library can provide support for annotations via DocBlocks or otherwise retrieve information that is embedded in a DocBlock.",6.0.3,74,2012-04-06T18:15:46.000Z,2026-03-18T20:49:53.000Z,735678124,total,1191,538660,119,12,False,False,1339,63,1,0.7818499127399651,False,False,False,0,0,,,MIT,0.11302694637372558,0.9768,foundation,0.5156,0.6854,0.4732
@types/serve-static,npm,pkg:npm/%40types/serve-static,DefinitelyTyped,organization,DefinitelyTyped,https://github.com/DefinitelyTyped/DefinitelyTyped,TypeScript definitions for serve-static,2.2.0,38,2016-05-17T18:54:52.462Z,2025-10-27T20:36:09.811Z,217255126,last-month,506,1504467,29778,681,False,False,701126,19548,13,0.9821946418643788,True,False,False,1,0,,,MIT,0.11281404556314799,0.9768,foundation,0.7833,0.8523,0.2117
@types/cookie,npm,pkg:npm/%40types/cookie,DefinitelyTyped,organization,DefinitelyTyped,,"Stub TypeScript definitions entry for cookie, which provides its own types definitions",1.0.0,24,2016-05-17T04:40:51.618Z,2024-10-29T23:03:06.684Z,61311664,last-month,1414,363289,29778,681,False,False,701126,19548,13,0.9821946418643788,True,False,False,1,0,,,MIT,0.11307415399276936,0.9768,foundation,0.7005,0.8524,0.2926
@types/ms,npm,pkg:npm/%40types/ms,DefinitelyTyped,organization,DefinitelyTyped,https://github.com/DefinitelyTyped/DefinitelyTyped,TypeScript definitions for ms,2.1.0,17,2016-05-17T18:23:02.430Z,2025-01-16T21:02:46.181Z,196315162,last-month,938,147450,29778,681,False,False,701126,19548,13,0.9821946418643788,True,False,False,1,0,,,MIT,0.11313347696794614,0.9768,foundation,0.7185,0.8523,0.275
symfony/var-dumper,packagist,pkg:composer/symfony/var-dumper,symfony,organization,Symfony,https://github.com/symfony/var-dumper,Provides mechanisms for walking through any arbitrary PHP variable,v8.0.8,587,2014-11-03T13:20:02.000Z,2026-03-31T07:15:36.000Z,879110475,total,6967,517537,103,3,False,False,2405,141,0,0.5402160864345738,False,False,False,0,1,8.1,0.00043,MIT,0.11376035842661929,0.9767,foundation,0.3747,0.6443,0.6107
symfony/dom-crawler,packagist,pkg:composer/symfony/dom-crawler,symfony,organization,Symfony,https://github.com/symfony/dom-crawler,Eases DOM navigation for HTML and XML documents,v8.0.8,642,2011-09-26T22:55:43.000Z,2026-03-30T15:14:47.000Z,389025567,total,2327,112067,119,0,False,False,1940,167,0,0.8180272108843537,False,False,False,0,0,,,MIT,0.11339365240017245,0.9767,foundation,0.444,0.7194,0.543
@types/normalize-package-data,npm,pkg:npm/%40types/normalize-package-data,DefinitelyTyped,organization,DefinitelyTyped,https://github.com/DefinitelyTyped/DefinitelyTyped,TypeScript definitions for normalize-package-data,2.4.4,5,2018-01-07T07:35:32.045Z,2023-11-07T12:04:03.711Z,103200120,last-month,139,1399447,29778,681,False,False,701126,19548,13,0.9821946418643788,True,False,False,1,0,,,MIT,0.11341640192648168,0.9767,foundation,0.619,0.8086,0.3721
vimeo/psalm,packagist,pkg:composer/vimeo/psalm,vimeo,organization,Vimeo,https://github.com/vimeo/psalm,A static analysis tool for finding errors in PHP applications,6.16.1,484,2016-11-21T22:08:17.000Z,2026-03-19T10:56:09.000Z,79600712,total,6858,15920,660,1806,False,False,86431,454,2,0.3702192758796532,True,True,True,3,0,,,MIT,0.11416780956711575,0.9766,foundation,0.7462,0.7385,0.2479
@types/yauzl,npm,pkg:npm/%40types/yauzl,DefinitelyTyped,organization,DefinitelyTyped,https://github.com/DefinitelyTyped/DefinitelyTyped,TypeScript definitions for yauzl,2.10.3,7,2018-02-26T22:52:47.030Z,2023-11-07T19:39:07.953Z,103742402,last-month,225,148291,29778,681,False,False,701126,19548,13,0.9821946418643788,True,False,False,1,0,,,MIT,0.11394118209150723,0.9766,foundation,0.619,0.8049,0.3721
facade/ignition,packagist,pkg:composer/facade/ignition,facade,organization,Facade,https://github.com/facade/ignition,A beautiful error page for Laravel applications.,2.17.7,145,2019-08-30T14:50:25.000Z,2023-01-26T12:34:59.000Z,102916053,total,599,209863,187,5,False,False,2687,91,0,0.6504201680672269,True,False,True,2,3,9.8,0.94287,MIT,0.11457526070761224,0.9765,foundation,0.3293,0.5178,0.6549
symfony/monolog-bundle,packagist,pkg:composer/symfony/monolog-bundle,symfony,organization,Symfony,https://github.com/symfony/monolog-bundle,Symfony MonologBundle,v4.0.2,76,2011-12-08T14:17:20.000Z,2026-04-02T18:27:21.000Z,255064049,total,1530,64792,243,49,False,False,1181,137,5,0.7866927592954991,False,False,False,0,0,,,MIT,0.11477898627786048,0.9765,foundation,0.6869,0.6933,0.3057
fideloper/proxy,packagist,pkg:composer/fideloper/proxy,fideloper,user,Chris Fidao,https://github.com/fideloper/TrustedProxy,Set trusted proxies for Laravel,4.4.2,23,2013-07-04T15:12:28.000Z,2022-02-09T13:33:34.000Z,175479345,total,849,277599,126,7,False,False,161,,0,,False,False,False,0,0,,,MIT,0.11445302536546331,0.9765,sole_maintainer,0.125,0.5455,0.8544
lodash.throttle,npm,pkg:npm/lodash.throttle,lodash,organization,Lodash Utilities,https://github.com/lodash/lodash,The lodash method `_.throttle` exported as a module.,4.1.1,16,2013-09-23T07:42:41.530Z,2016-08-13T17:45:38.195Z,47464801,last-month,3280,601566,6935,71,False,False,48151,335,0,0.14945026847353615,True,False,True,2,0,,,MIT,0.1143472849980816,0.9765,foundation,0.204,0.7979,0.7773
lodash.defaults,npm,pkg:npm/lodash.defaults,lodash,organization,Lodash Utilities,https://github.com/lodash/lodash,The lodash method `_.defaults` exported as a module.,4.2.0,15,2013-09-23T07:32:48.567Z,2016-08-13T17:37:52.434Z,100390020,last-month,924,590723,6935,71,False,False,48151,335,0,0.14945026847353615,True,False,True,2,0,,,MIT,0.1155839721733264,0.9763,foundation,0.204,0.7979,0.7771
@types/connect,npm,pkg:npm/%40types/connect,DefinitelyTyped,organization,DefinitelyTyped,https://github.com/DefinitelyTyped/DefinitelyTyped,TypeScript definitions for connect,3.4.38,19,2016-05-17T04:39:39.178Z,2023-11-07T00:57:34.681Z,109908397,last-month,436,1498356,29778,681,False,False,701126,19548,13,0.9821946418643788,True,False,False,1,0,,,MIT,0.11540143994201317,0.9763,foundation,0.6189,0.8524,0.3721
@types/unist,npm,pkg:npm/%40types/unist,DefinitelyTyped,organization,DefinitelyTyped,https://github.com/DefinitelyTyped/DefinitelyTyped,TypeScript definitions for unist,3.0.3,17,2017-08-31T14:07:00.855Z,2024-08-15T02:19:16.553Z,274890041,last-month,583,482650,30522,684,False,False,827045,19284,7,0.9830384747509447,True,False,False,1,0,,,MIT,0.11617720192509444,0.9762,foundation,0.6834,0.8245,0.3091
lodash.sortby,npm,pkg:npm/lodash.sortby,lodash,organization,Lodash Utilities,https://github.com/lodash/lodash,The lodash method `_.sortBy` exported as a module.,4.7.0,30,2013-09-23T07:42:05.477Z,2016-08-13T17:44:38.694Z,91720264,last-month,988,1913259,6935,71,False,False,48151,335,0,0.14945026847353615,True,False,True,2,0,,,MIT,0.11667460225542302,0.9761,foundation,0.204,0.7979,0.777
lodash.flatten,npm,pkg:npm/lodash.flatten,lodash,organization,Lodash Utilities,https://github.com/lodash/lodash,The lodash method `_.flatten` exported as a module.,4.4.0,16,2013-09-23T07:34:30.476Z,2016-08-13T17:38:44.610Z,57469704,last-month,949,404857,6935,71,False,False,48151,335,0,0.14945026847353615,True,False,True,2,0,,,MIT,0.11654226095022228,0.9761,foundation,0.204,0.7979,0.777
webonyx/graphql-php,packagist,pkg:composer/webonyx/graphql-php,webonyx,organization,Webonyx,https://github.com/webonyx/graphql-php,A PHP port of GraphQL reference implementation,v15.32.3,191,2015-08-10T06:48:16.000Z,2026-04-24T13:49:35.000Z,80220878,total,270,3991,564,50,False,False,8089,141,2,0.7055072463768116,True,False,True,2,3,8.2,0.00029,MIT,0.11812008562993169,0.9758,foundation,0.7549,0.6722,0.2392
transformers,pypi,pkg:pypi/transformers,huggingface,organization,Hugging Face,https://github.com/huggingface/transformers,"Transformers: the model-definition framework for state-of-the-art machine learning models in text, vision, audio, and multimodal models, for both inference and training.",5.8.1,225,2016-08-17T06:13:16.000Z,2026-05-13T03:21:52.000Z,145032956,last-month,2589,31800,26825,1460,False,False,251176,2809,41,0.9381562881562882,True,True,True,3,20,9.0,0.79534,Apache 2.0 License,0.11967931446221343,0.9755,foundation,0.984,0.7979,0.0156
@types/uuid,npm,pkg:npm/%40types/uuid,DefinitelyTyped,organization,DefinitelyTyped,,"Stub TypeScript definitions entry for uuid, which provides its own types definitions",11.0.0,60,2016-10-06T14:11:03.031Z,2025-09-16T21:33:15.821Z,150744241,last-month,15745,137530,29778,681,False,False,701126,19548,13,0.9821946418643788,True,False,False,1,0,,,MIT,0.11974114374148544,0.9755,foundation,0.774,0.842,0.2205
selenium,pypi,pkg:pypi/selenium,SeleniumHQ,organization,Selenium,https://github.com/SeleniumHQ/selenium,Official Python bindings for Selenium WebDriver,4.44.0,229,2008-04-25T16:22:32.000Z,2026-05-12T22:48:16.000Z,56423349,last-month,1518,62210,7922,163,False,False,2176203,852,13,0.8312466150562299,False,False,True,1,0,,,Apache-2.0,0.11980159217813907,0.9755,foundation,0.7905,0.9866,0.2044
moneyphp/money,packagist,pkg:composer/moneyphp/money,moneyphp,organization,Money PHP,https://github.com/moneyphp/money,PHP implementation of Fowler's Money pattern,v4.9.0,48,2012-08-03T07:39:53.000Z,2026-05-04T20:23:15.000Z,86789961,total,393,2946,441,7,False,False,1324,94,1,0.7002967359050445,False,False,False,0,0,,,MIT,0.12003510599026518,0.9754,foundation,0.506,0.6784,0.4818
@storybook/addon-actions,npm,pkg:npm/%40storybook/addon-actions,storybookjs,organization,Storybook,https://github.com/storybookjs/storybook,Get UI feedback when an action is performed on an interactive element,9.0.8,2263,2023-11-22T15:16:22.276Z,2025-06-10T14:52:20.027Z,26402443,last-month,31683,65915,9713,2221,False,False,1058045,2189,15,0.7888277985484935,True,True,True,3,0,,,MIT,0.12025223398916252,0.9754,foundation,0.8699,0.6578,0.1269
@storybook/node-logger,npm,pkg:npm/%40storybook/node-logger,storybookjs,organization,Storybook,https://github.com/storybookjs/storybook,,8.6.15,2147,2023-11-22T15:20:55.817Z,2025-12-17T13:28:16.501Z,19060099,last-month,4748,66174,9099,1906,False,False,861698,2220,17,0.7767273411410565,True,True,True,3,0,,,MIT,0.11999668886532398,0.9754,foundation,0.9102,0.652,0.0876
@storybook/theming,npm,pkg:npm/%40storybook/theming,storybookjs,organization,Storybook,https://github.com/storybookjs/storybook,Core Storybook Components,8.6.15,2003,2023-11-22T15:21:25.898Z,2025-12-17T13:28:18.880Z,40347012,last-month,4036,61944,9713,2221,False,False,1058045,2189,15,0.7888277985484935,True,True,True,3,0,,,MIT,0.12054884886504652,0.9753,foundation,0.9132,0.6578,0.0847
@types/connect-history-api-fallback,npm,pkg:npm/%40types/connect-history-api-fallback,DefinitelyTyped,organization,DefinitelyTyped,https://github.com/DefinitelyTyped/DefinitelyTyped,TypeScript definitions for connect-history-api-fallback,1.5.4,11,2017-06-05T19:56:20.973Z,2023-11-20T23:53:15.831Z,58645028,last-month,133,1071944,30522,684,False,False,827045,19284,7,0.9830384747509447,True,False,False,1,0,,,MIT,0.12241980423600723,0.975,foundation,0.6222,0.8309,0.3684
@types/react-transition-group,npm,pkg:npm/%40types/react-transition-group,DefinitelyTyped,organization,DefinitelyTyped,https://github.com/DefinitelyTyped/DefinitelyTyped,TypeScript definitions for react-transition-group,4.4.12,51,2017-04-27T15:00:23.067Z,2024-12-11T14:37:22.024Z,67269863,last-month,3991,575436,30143,736,False,False,709447,19548,12,0.9821946418643788,True,False,False,1,0,,,MIT,0.12243349415335573,0.975,foundation,0.7102,0.8276,0.2826
@types/html-minifier-terser,npm,pkg:npm/%40types/html-minifier-terser,DefinitelyTyped,organization,DefinitelyTyped,https://github.com/DefinitelyTyped/DefinitelyTyped,TypeScript definitions for html-minifier-terser,7.0.2,9,2020-02-22T02:16:45.547Z,2023-11-07T07:31:03.688Z,59738196,last-month,213,1431560,29778,681,False,False,701126,19548,13,0.9821946418643788,True,False,False,1,0,,,MIT,0.12287157150850751,0.9749,foundation,0.6189,0.7519,0.3715
jms/serializer,packagist,pkg:composer/jms/serializer,schmittjoh,user,Johannes,https://github.com/schmittjoh/serializer,"Library for (de-)serializing data of any complexity; supports XML, and JSON.",3.32.7,96,2013-01-29T10:56:07.000Z,2026-03-11T20:11:17.000Z,138705459,total,989,17506,589,156,False,False,4993,253,1,0.655511811023622,False,False,True,1,0,,,MIT,0.12325397000018744,0.9748,sole_maintainer,0.5658,0.7235,0.4233
@types/istanbul-lib-coverage,npm,pkg:npm/%40types/istanbul-lib-coverage,DefinitelyTyped,organization,DefinitelyTyped,https://github.com/DefinitelyTyped/DefinitelyTyped,TypeScript definitions for istanbul-lib-coverage,2.0.6,8,2017-08-31T14:06:07.811Z,2023-11-07T08:10:49.131Z,204033660,last-month,97,1996416,30502,696,False,False,827833,19284,6,0.9830384747509447,True,False,False,1,0,,,MIT,0.1239895814253011,0.9747,foundation,0.6191,0.8246,0.3713
nette/utils,packagist,pkg:composer/nette/utils,nette,organization,Nette Foundation,https://github.com/nette/utils,"🛠  Nette Utils: lightweight utilities for string & array manipulation, image handling, safe JSON encoding/decoding, validation, slug or strong password generating etc.",v4.1.4,82,2014-05-25T06:14:53.000Z,2026-05-11T20:49:54.000Z,411153676,total,1518,109659,147,23,False,False,2063,76,0,0.159741458910434,False,False,False,0,0,,,"BSD-3-Clause,GPL-2.0-only,GPL-3.0-only",0.12398738205308109,0.9747,foundation,0.2891,0.6467,0.6929
org.apache.poi:poi-scratchpad,maven,pkg:maven/org.apache.poi/poi-scratchpad,,,,,Apache POI - Java API To Access Microsoft Format Files (Scratchpad),5.5.1,56,2008-12-02T12:25:08.000Z,2025-11-26T20:54:22.000Z,,,379,11730,,,False,False,,,0,,False,False,False,0,2,5.5,0.13063,"Apache License, Version 2.0",0.1240950014693703,0.9747,sole_maintainer,0.3363,0.4,0.6469
myclabs/php-enum,packagist,pkg:composer/myclabs/php-enum,myclabs,organization,My C-Labs,https://github.com/myclabs/php-enum,PHP Enum implementation,1.8.5,35,2013-03-19T13:53:17.000Z,2025-01-14T11:49:03.000Z,231807650,total,759,21932,133,15,False,False,156,39,0,0.7261904761904762,True,False,False,1,0,,,MIT,0.1241503625092797,0.9746,foundation,0.404,0.5721,0.5809
react/promise,packagist,pkg:composer/react/promise,reactphp,organization,ReactPHP,https://github.com/reactphp/promise,A lightweight implementation of CommonJS Promises/A for PHP,v3.3.0,30,2012-11-07T21:24:54.000Z,2025-08-19T18:57:03.000Z,374078122,total,528,23870,146,2,False,False,820,30,2,0.3481481481481481,False,False,False,0,0,,,MIT,0.12427259785142865,0.9746,foundation,0.4424,0.6462,0.5434
prettier,npm,pkg:npm/prettier,prettier,organization,Prettier,https://github.com/prettier/prettier,Prettier is an opinionated code formatter,3.8.3,186,2017-01-10T03:45:38.963Z,2026-04-15T00:55:25.573Z,392705272,last-month,231277,1703312,4704,1460,False,False,169403,754,5,0.8050838406493646,True,False,True,2,0,,,MIT,0.12456452384837709,0.9746,foundation,0.861,0.7644,0.1355
endroid/qr-code,packagist,pkg:composer/endroid/qr-code,endroid,user,Jeroen van den Enden,https://github.com/endroid/qr-code,Endroid QR Code,6.1.3,197,2012-10-27T18:06:38.000Z,2026-02-05T07:01:58.000Z,70673882,total,242,2162,727,8,False,False,15089,58,0,0.24390243902439024,False,False,False,0,0,,,MIT,0.12492451967622302,0.9745,sole_maintainer,0.2883,0.7664,0.6936
activestorage,rubygems,pkg:gem/activestorage,rails,organization,Ruby on Rails,https://github.com/rails/rails,Attach cloud and local files in Rails applications.,8.1.3,181,2017-07-06T14:07:36.906Z,2026-03-24T20:27:23.574Z,496265953,total,65,289858,22204,1556,False,False,279907,6052,27,0.9368816298559456,True,True,True,3,10,9.8,0.03103,MIT,0.12563047542586128,0.9744,foundation,0.9724,0.7828,0.0269
awscli,pypi,pkg:pypi/awscli,aws,organization,Amazon Web Services,https://github.com/aws/aws-cli,Universal Command Line Environment for AWS.,1.44.36,2379,2012-12-21T18:16:31.000Z,2026-02-10T20:38:02.000Z,376252858,last-month,174,11361,4333,601,False,False,352881,451,6,0.6449397590361445,False,True,True,2,1,5.9,,Apache License 2.0,0.12524432884997153,0.9744,commercial,0.8065,0.8989,0.1885
kriswallsmith/assetic,packagist,pkg:composer/kriswallsmith/assetic,kriswallsmith,user,Kris Wallsmith,https://github.com/kriswallsmith/assetic,Asset Management for PHP,v1.4.0,19,2012-03-03T04:25:19.000Z,2016-11-11T18:43:20.000Z,49093158,total,262,13402,579,295,False,False,1867,,0,,False,False,False,0,0,,,MIT,0.12610612798366283,0.9743,sole_maintainer,0.125,0.6785,0.8525
@types/retry,npm,pkg:npm/%40types/retry,DefinitelyTyped,organization,DefinitelyTyped,https://github.com/DefinitelyTyped/DefinitelyTyped,TypeScript definitions for retry,0.12.5,9,2017-07-17T16:49:53.507Z,2023-11-07T15:32:02.572Z,132905399,last-month,139,1092568,29778,681,False,False,701126,19548,13,0.9821946418643788,True,False,False,1,0,,,MIT,0.12593354968878712,0.9743,foundation,0.619,0.8212,0.3712
lodash.includes,npm,pkg:npm/lodash.includes,lodash,organization,Lodash Utilities,https://github.com/lodash/lodash,The lodash method `_.includes` exported as a module.,4.3.0,13,2015-01-26T15:29:09.047Z,2016-08-13T17:39:40.778Z,148994152,last-month,454,608242,6935,71,False,False,48151,335,0,0.14945026847353615,True,False,True,2,0,,,MIT,0.12574188527846936,0.9743,foundation,0.204,0.7621,0.7755
league/flysystem-aws-s3-v3,packagist,pkg:composer/league/flysystem-aws-s3-v3,thephpleague,organization,The League of Extraordinary Packages,https://github.com/thephpleague/flysystem-aws-s3-v3,AWS S3 filesystem adapter for Flysystem.,3.32.0,85,2015-01-21T22:19:39.000Z,2026-02-25T16:46:44.000Z,273817456,total,695,10015,221,38,False,False,260,21,0,0.19999999999999996,False,False,False,0,0,,,MIT,0.12659506935225862,0.9742,foundation,0.282,0.54,0.6995
symfony/translation,packagist,pkg:composer/symfony/translation,symfony,organization,Symfony,https://github.com/symfony/translation,Provides tools to internationalize your application,v8.0.10,678,2011-09-29T15:27:38.000Z,2026-05-06T11:30:54.000Z,858856709,total,1883,524870,89,0,False,False,2678,235,0,0.8346007604562737,False,False,False,0,1,7.5,,MIT,0.12745071674730127,0.974,foundation,0.4566,0.7339,0.5293
beberlei/assert,packagist,pkg:composer/beberlei/assert,beberlei,user,Benjamin Eberlei,https://github.com/beberlei/assert,Thin assertion library for input validation in business models.,v3.3.3,62,2012-05-20T20:49:14.000Z,2024-07-15T13:18:35.000Z,99297394,total,667,4626,188,43,False,False,783,81,0,0.75,False,False,True,1,0,,,BSD-2-Clause,0.12773593254564877,0.974,sole_maintainer,0.3682,0.6621,0.6154
